name,id,duration_ms_x,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms_y,time_signature,end_of_fade_in,start_of_fade_out,analysis_sample_rate,error
Faith,0ZmkjefPVLvloVSgtmRu5M,219200,False,54,0.623,0.957,5.0,-2.675,1.0,0.0427,0.235,3.25e-05,0.398,0.535,127.968,audio_features,spotify:track:0ZmkjefPVLvloVSgtmRu5M,https://api.spotify.com/v1/tracks/0ZmkjefPVLvloVSgtmRu5M,https://api.spotify.com/v1/audio-analysis/0ZmkjefPVLvloVSgtmRu5M,219200.0,4.0,8.82939,202.01361,22050,
XTC,7CN6ZYIX338ekn7pb2CpQp,156630,False,59,0.703,0.929,3.0,-6.5,0.0,0.0661,0.00761,0.00334,0.219,0.585,128.005,audio_features,spotify:track:7CN6ZYIX338ekn7pb2CpQp,https://api.spotify.com/v1/tracks/7CN6ZYIX338ekn7pb2CpQp,https://api.spotify.com/v1/audio-analysis/7CN6ZYIX338ekn7pb2CpQp,156630.0,4.0,0.0,150.9123,22050,
Promesses (feat. Kaleem Taylor),1QEhJDZuVfhsTMVBP5Ws45,159572,False,39,0.72,0.782,0.0,-6.585,0.0,0.0573,0.00986,0.00563,0.0992,0.506,124.088,audio_features,spotify:track:1QEhJDZuVfhsTMVBP5Ws45,https://api.spotify.com/v1/tracks/1QEhJDZuVfhsTMVBP5Ws45,https://api.spotify.com/v1/audio-analysis/1QEhJDZuVfhsTMVBP5Ws45,159572.0,4.0,0.09864,149.22884,22050,
Missing You (feat. AC Slater & Kaleem Taylor),47QwZG9DGA97qTESmGZjQl,313700,False,47,0.764,0.894,8.0,-3.996,1.0,0.0564,0.00273,0.00899,0.0525,0.679,126.996,audio_features,spotify:track:47QwZG9DGA97qTESmGZjQl,https://api.spotify.com/v1/tracks/47QwZG9DGA97qTESmGZjQl,https://api.spotify.com/v1/audio-analysis/47QwZG9DGA97qTESmGZjQl,313701.0,4.0,0.0,300.61713,22050,
United (Ultra Music Festival Anthem),1CbwwWsncSeDWvgrItnKfE,313013,False,0,0.729,0.735,11.0,-6.837,0.0,0.0349,0.0117,0.92,0.257,0.395,129.011,audio_features,spotify:track:1CbwwWsncSeDWvgrItnKfE,https://api.spotify.com/v1/tracks/1CbwwWsncSeDWvgrItnKfE,https://api.spotify.com/v1/audio-analysis/1CbwwWsncSeDWvgrItnKfE,313013.0,4.0,0.0,313.01334,22050,
With You (Jai Wolf Remix),5H2cgEPEJxA72Bqb4cLvrj,328421,False,47,0.587,0.881,2.0,-1.316,1.0,0.0397,0.0114,0.00146,0.326,0.221,94.984,audio_features,spotify:track:5H2cgEPEJxA72Bqb4cLvrj,https://api.spotify.com/v1/tracks/5H2cgEPEJxA72Bqb4cLvrj,https://api.spotify.com/v1/audio-analysis/5H2cgEPEJxA72Bqb4cLvrj,328421.0,4.0,0.0,315.6985,22050,
This Is Real (ft. Ella Henderson),1pRShUtGOG6ZP5fsnw9G4h,199160,False,70,0.684,0.819,6.0,-5.072,1.0,0.0413,0.0259,0.0775,0.0985,0.607,122.008,audio_features,spotify:track:1pRShUtGOG6ZP5fsnw9G4h,https://api.spotify.com/v1/tracks/1pRShUtGOG6ZP5fsnw9G4h,https://api.spotify.com/v1/audio-analysis/1pRShUtGOG6ZP5fsnw9G4h,199160.0,4.0,0.20308,195.08826,22050,
I Got You,7duPaRHWnzltQnZQmqzg6X,178090,False,27,0.722,0.891,11.0,-6.259,0.0,0.0523,0.0297,0.00325,0.0724,0.62,124.023,audio_features,spotify:track:7duPaRHWnzltQnZQmqzg6X,https://api.spotify.com/v1/tracks/7duPaRHWnzltQnZQmqzg6X,https://api.spotify.com/v1/audio-analysis/7duPaRHWnzltQnZQmqzg6X,178091.0,4.0,4.46984,173.81297,22050,
Miracle,2lPSvn7iahl7I2L4HVtF0N,205112,False,47,0.577,0.961,11.0,-6.044,0.0,0.0508,0.0362,0.591,0.143,0.338,123.985,audio_features,spotify:track:2lPSvn7iahl7I2L4HVtF0N,https://api.spotify.com/v1/tracks/2lPSvn7iahl7I2L4HVtF0N,https://api.spotify.com/v1/audio-analysis/2lPSvn7iahl7I2L4HVtF0N,205112.0,4.0,0.0,201.37506,22050,
So Cold (feat. Lily Denning),0j1CiuNObut67Rw72mUNy0,197520,True,48,0.778,0.759,8.0,-6.228,0.0,0.0426,0.0913,0.0278,0.12,0.108,124.008,audio_features,spotify:track:0j1CiuNObut67Rw72mUNy0,https://api.spotify.com/v1/tracks/0j1CiuNObut67Rw72mUNy0,https://api.spotify.com/v1/audio-analysis/0j1CiuNObut67Rw72mUNy0,197521.0,4.0,0.0,192.75465,22050,
Lowly,6DobA1V0AAH0su3g7gSjjC,216960,False,46,0.667,0.925,11.0,-3.464,0.0,0.0793,0.00469,0.0,0.0823,0.429,124.952,audio_features,spotify:track:6DobA1V0AAH0su3g7gSjjC,https://api.spotify.com/v1/tracks/6DobA1V0AAH0su3g7gSjjC,https://api.spotify.com/v1/audio-analysis/6DobA1V0AAH0su3g7gSjjC,216960.0,4.0,3.8371,210.40762,22050,
Is It Love - Arty Remix,1qJhb6zftFI5PT39nL84vw,202509,False,40,0.454,0.846,1.0,-4.577,0.0,0.0764,0.0037,0.0,0.105,0.216,128.064,audio_features,spotify:track:1qJhb6zftFI5PT39nL84vw,https://api.spotify.com/v1/tracks/1qJhb6zftFI5PT39nL84vw,https://api.spotify.com/v1/audio-analysis/1qJhb6zftFI5PT39nL84vw,202510.0,4.0,0.0,189.74767,22050,
Together We Are (feat. Chris James) - Audien Remix,3OF5C4UfMvn3B3jjlwnsy4,352499,False,28,0.632,0.863,7.0,-2.914,0.0,0.0807,0.0208,0.00407,0.113,0.378,127.929,audio_features,spotify:track:3OF5C4UfMvn3B3jjlwnsy4,https://api.spotify.com/v1/tracks/3OF5C4UfMvn3B3jjlwnsy4,https://api.spotify.com/v1/audio-analysis/3OF5C4UfMvn3B3jjlwnsy4,352500.0,4.0,0.0,343.8411,22050,
Rambo - Hardwell Edit,0qDOSuKfzm8dKrXAMVKe0J,235860,False,39,0.667,0.949,7.0,-3.228,1.0,0.054,0.00287,0.252,0.621,0.0567,127.953,audio_features,spotify:track:0qDOSuKfzm8dKrXAMVKe0J,https://api.spotify.com/v1/tracks/0qDOSuKfzm8dKrXAMVKe0J,https://api.spotify.com/v1/audio-analysis/0qDOSuKfzm8dKrXAMVKe0J,235861.0,4.0,0.0,230.78893,22050,
Knock You Out - Hardwell Remix,7v71Aur70pf46NQIoSQii7,386279,False,0,0.611,0.909,9.0,-3.967,0.0,0.0493,0.0373,0.00501,0.0829,0.215,128.039,audio_features,spotify:track:7v71Aur70pf46NQIoSQii7,https://api.spotify.com/v1/tracks/7v71Aur70pf46NQIoSQii7,https://api.spotify.com/v1/audio-analysis/7v71Aur70pf46NQIoSQii7,386279.0,4.0,0.0,381.71283,22050,
Dear Life - Radio Edit,63ynVVxySyPqCwHcQspq3d,181874,False,28,0.428,0.783,1.0,-4.086,0.0,0.0544,0.0675,0.0,0.348,0.344,127.981,audio_features,spotify:track:63ynVVxySyPqCwHcQspq3d,https://api.spotify.com/v1/tracks/63ynVVxySyPqCwHcQspq3d,https://api.spotify.com/v1/audio-analysis/63ynVVxySyPqCwHcQspq3d,181875.0,4.0,0.0,177.354,22050,
Mandala (feat. Mitika) - Official Sunburn 2016 Anthem Extended,3Sqk8YYMHkLdBiihWCQFYZ,176250,False,48,0.52,0.958,4.0,-2.671,0.0,0.474,0.00407,0.169,0.164,0.256,127.907,audio_features,spotify:track:3Sqk8YYMHkLdBiihWCQFYZ,https://api.spotify.com/v1/tracks/3Sqk8YYMHkLdBiihWCQFYZ,https://api.spotify.com/v1/audio-analysis/3Sqk8YYMHkLdBiihWCQFYZ,176250.0,4.0,0.0,168.44336,22050,
Walls (feat. Quilla) [Original Mix],227i5FjbQe5jjXqcvQbYmY,366893,False,33,0.482,0.782,9.0,-5.997,1.0,0.0396,0.000454,0.000937,0.455,0.217,127.945,audio_features,spotify:track:227i5FjbQe5jjXqcvQbYmY,https://api.spotify.com/v1/tracks/227i5FjbQe5jjXqcvQbYmY,https://api.spotify.com/v1/audio-analysis/227i5FjbQe5jjXqcvQbYmY,366893.0,4.0,0.0,366.89334,22050,
Let It All Out (feat. Angelika Vee),3JkvWNVTQYOgsaJMEUpVBM,234375,False,16,0.568,0.713,4.0,-4.829,0.0,0.0589,0.00936,0.000102,0.398,0.227,128.004,audio_features,spotify:track:3JkvWNVTQYOgsaJMEUpVBM,https://api.spotify.com/v1/tracks/3JkvWNVTQYOgsaJMEUpVBM,https://api.spotify.com/v1/audio-analysis/3JkvWNVTQYOgsaJMEUpVBM,234375.0,4.0,0.0,227.54974,22050,
World Of Dreams - Radio Edit,4ETAkMbQRYw1QHaiL2wWqD,203737,False,24,0.513,0.956,5.0,-3.189,0.0,0.0411,0.00647,0.11,0.474,0.335,128.032,audio_features,spotify:track:4ETAkMbQRYw1QHaiL2wWqD,https://api.spotify.com/v1/tracks/4ETAkMbQRYw1QHaiL2wWqD,https://api.spotify.com/v1/audio-analysis/4ETAkMbQRYw1QHaiL2wWqD,203738.0,4.0,0.0639,198.94276,22050,
All Night (feat. Ally Brooke),0poEFjyV2iHKtxjdWFwjmS,166413,False,67,0.593,0.877,0.0,-3.825,0.0,0.0677,0.123,0.0,0.503,0.635,123.76,audio_features,spotify:track:0poEFjyV2iHKtxjdWFwjmS,https://api.spotify.com/v1/tracks/0poEFjyV2iHKtxjdWFwjmS,https://api.spotify.com/v1/audio-analysis/0poEFjyV2iHKtxjdWFwjmS,166413.0,4.0,0.0,162.05206,22050,
Wildfire,15B3nfsWgObXxjldIaOsDk,172500,False,44,0.544,0.818,10.0,-4.931,0.0,0.174,0.12,0.0,0.215,0.384,128.008,audio_features,spotify:track:15B3nfsWgObXxjldIaOsDk,https://api.spotify.com/v1/tracks/15B3nfsWgObXxjldIaOsDk,https://api.spotify.com/v1/audio-analysis/15B3nfsWgObXxjldIaOsDk,172500.0,4.0,0.0,168.39111,22050,
Utami,6jU2L6TdZMdGqdCVqvhCg5,157500,False,46,0.652,0.924,7.0,-5.383,1.0,0.0418,0.0202,0.806,0.308,0.307,128.013,audio_features,spotify:track:6jU2L6TdZMdGqdCVqvhCg5,https://api.spotify.com/v1/tracks/6jU2L6TdZMdGqdCVqvhCg5,https://api.spotify.com/v1/audio-analysis/6jU2L6TdZMdGqdCVqvhCg5,157500.0,4.0,0.0,154.84227,22050,
Feel Alive,15J54YXr8wiW7P6gj7g552,166666,False,46,0.468,0.878,11.0,-5.866,0.0,0.116,0.0218,0.767,0.176,0.104,126.059,audio_features,spotify:track:15J54YXr8wiW7P6gj7g552,https://api.spotify.com/v1/tracks/15J54YXr8wiW7P6gj7g552,https://api.spotify.com/v1/audio-analysis/15J54YXr8wiW7P6gj7g552,166667.0,4.0,0.16812,163.18404,22050,
Escape (Into the Sunset) - Radio Edit,07ss4VsKP8iOmYaF6lndbf,183750,False,22,0.567,0.803,2.0,-7.192,1.0,0.0858,0.00814,0.000101,0.398,0.172,127.998,audio_features,spotify:track:07ss4VsKP8iOmYaF6lndbf,https://api.spotify.com/v1/tracks/07ss4VsKP8iOmYaF6lndbf,https://api.spotify.com/v1/audio-analysis/07ss4VsKP8iOmYaF6lndbf,183750.0,4.0,2.47293,177.38304,22050,
Wake Up - Radio Edit,0hBMYG9UPV8QVZQFzaw2FI,179182,False,0,0.549,0.86,8.0,-5.622,0.0,0.061,0.0177,0.208,0.186,0.581,128.07,audio_features,spotify:track:0hBMYG9UPV8QVZQFzaw2FI,https://api.spotify.com/v1/tracks/0hBMYG9UPV8QVZQFzaw2FI,https://api.spotify.com/v1/audio-analysis/0hBMYG9UPV8QVZQFzaw2FI,179183.0,4.0,0.0,174.01035,22050,
Make It To Heaven (with Raye),5dS2dvXVPe7AR6UwBpnomW,172380,False,64,0.587,0.92,0.0,-4.697,0.0,0.0914,0.0936,0.073,0.185,0.35,126.035,audio_features,spotify:track:5dS2dvXVPe7AR6UwBpnomW,https://api.spotify.com/v1/tracks/5dS2dvXVPe7AR6UwBpnomW,https://api.spotify.com/v1/audio-analysis/5dS2dvXVPe7AR6UwBpnomW,172381.0,4.0,0.0,167.93832,22050,
Sakura,0Tgky345wd9whuEddcczHk,190781,False,0,0.544,0.75,4.0,-4.27,0.0,0.0604,0.00196,0.0,0.202,0.244,128.038,audio_features,spotify:track:0Tgky345wd9whuEddcczHk,https://api.spotify.com/v1/tracks/0Tgky345wd9whuEddcczHk,https://api.spotify.com/v1/audio-analysis/0Tgky345wd9whuEddcczHk,190781.0,4.0,0.0,179.7863,22050,
Lovers on the Sun (feat. Sam Martin),5wQeCrJTJxGZnILnyCBHjI,203520,False,53,0.645,0.891,6.0,-2.505,0.0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,audio_features,spotify:track:5wQeCrJTJxGZnILnyCBHjI,https://api.spotify.com/v1/tracks/5wQeCrJTJxGZnILnyCBHjI,https://api.spotify.com/v1/audio-analysis/5wQeCrJTJxGZnILnyCBHjI,203520.0,4.0,0.35878,194.86186,22050,
Knockout,6ZKZskOdflfdHge4JCfmlB,147789,False,19,0.643,0.609,4.0,-4.304,0.0,0.0397,0.299,0.0,0.176,0.462,94.996,audio_features,spotify:track:6ZKZskOdflfdHge4JCfmlB,https://api.spotify.com/v1/tracks/6ZKZskOdflfdHge4JCfmlB,https://api.spotify.com/v1/audio-analysis/6ZKZskOdflfdHge4JCfmlB,147789.0,4.0,0.21474,142.84335,22050,
Paradise - Tiësto Remix,0pjMTISKHTJkogN1BPZxaC,286346,False,50,0.637,0.736,2.0,-6.003,0.0,0.0404,0.0123,0.14,0.0798,0.643,130.015,audio_features,spotify:track:0pjMTISKHTJkogN1BPZxaC,https://api.spotify.com/v1/tracks/0pjMTISKHTJkogN1BPZxaC,https://api.spotify.com/v1/audio-analysis/0pjMTISKHTJkogN1BPZxaC,286347.0,4.0,0.34794,279.249,22050,
Stay - Festival Mix,4mQguXNyYYycDFlLPgP4pS,208690,False,49,0.545,0.657,3.0,-6.148,1.0,0.0572,0.352,0.0,0.116,0.341,126.028,audio_features,spotify:track:4mQguXNyYYycDFlLPgP4pS,https://api.spotify.com/v1/tracks/4mQguXNyYYycDFlLPgP4pS,https://api.spotify.com/v1/audio-analysis/4mQguXNyYYycDFlLPgP4pS,208690.0,4.0,0.23247,199.63356,22050,
Crash 2.0,3NAGKEkJN7cUTaIYqFnF8l,254879,False,54,0.66,0.652,8.0,-4.747,1.0,0.0582,0.00259,0.0,0.0673,0.167,127.977,audio_features,spotify:track:3NAGKEkJN7cUTaIYqFnF8l,https://api.spotify.com/v1/tracks/3NAGKEkJN7cUTaIYqFnF8l,https://api.spotify.com/v1/audio-analysis/3NAGKEkJN7cUTaIYqFnF8l,254879.0,4.0,0.0,246.64816,22050,
Booty Bounce - Radio Edit,4WgM2becr135oJ7DfVNaCd,200760,False,57,0.657,0.981,0.0,-3.498,1.0,0.0365,0.0295,0.612,0.0577,0.563,128.004,audio_features,spotify:track:4WgM2becr135oJ7DfVNaCd,https://api.spotify.com/v1/tracks/4WgM2becr135oJ7DfVNaCd,https://api.spotify.com/v1/audio-analysis/4WgM2becr135oJ7DfVNaCd,200760.0,4.0,0.20317,194.49615,22050,
Lullaby - GATTÜSO Remix,0D2GrOxDYUSEO5lPBBiQ3v,222187,False,55,0.494,0.639,1.0,-6.276,0.0,0.0324,0.00544,0.0,0.143,0.235,127.997,audio_features,spotify:track:0D2GrOxDYUSEO5lPBBiQ3v,https://api.spotify.com/v1/tracks/0D2GrOxDYUSEO5lPBBiQ3v,https://api.spotify.com/v1/audio-analysis/0D2GrOxDYUSEO5lPBBiQ3v,222187.0,4.0,0.0,217.61742,22050,
Strings ID,6Ylb77UmjgWuGMVaapocpz,205781,False,30,0.525,0.859,7.0,-4.672,0.0,0.0373,0.0168,0.0184,0.149,0.33,128.054,audio_features,spotify:track:6Ylb77UmjgWuGMVaapocpz,https://api.spotify.com/v1/tracks/6Ylb77UmjgWuGMVaapocpz,https://api.spotify.com/v1/audio-analysis/6Ylb77UmjgWuGMVaapocpz,205781.0,4.0,0.24785,189.73026,22050,
You - Tiësto vs. Twoloud Radio Edit,5kC6r4q71XMzsuLAYesseb,215135,False,40,0.358,0.918,8.0,-3.071,0.0,0.054,0.00099,0.0073,0.164,0.0936,127.942,audio_features,spotify:track:5kC6r4q71XMzsuLAYesseb,https://api.spotify.com/v1/tracks/5kC6r4q71XMzsuLAYesseb,https://api.spotify.com/v1/audio-analysis/5kC6r4q71XMzsuLAYesseb,215135.0,4.0,0.0,209.47302,22050,
Neon (Mix Cut) - Ryos Remix,0636RATCyff7cb6ImbxVSc,87270,False,22,0.542,0.819,6.0,-5.37,0.0,0.0932,0.000363,0.000209,0.124,0.259,131.854,audio_features,spotify:track:0636RATCyff7cb6ImbxVSc,https://api.spotify.com/v1/tracks/0636RATCyff7cb6ImbxVSc,https://api.spotify.com/v1/audio-analysis/0636RATCyff7cb6ImbxVSc,87270.0,4.0,0.0,87.27043,22050,
What You Do,1X605B9VFFY5UVLuC13vmy,159462,False,42,0.64,0.896,0.0,-3.476,0.0,0.0778,0.0757,0.000149,0.346,0.213,127.858,audio_features,spotify:track:1X605B9VFFY5UVLuC13vmy,https://api.spotify.com/v1/tracks/1X605B9VFFY5UVLuC13vmy,https://api.spotify.com/v1/audio-analysis/1X605B9VFFY5UVLuC13vmy,159463.0,4.0,0.08703,157.41388,22050,
Escape (Into The Sunset) - Radio Mix,2c8RzaJ9VOLQfIzAT0JDVj,183750,False,0,0.567,0.803,2.0,-7.192,1.0,0.0858,0.00814,0.000101,0.398,0.172,127.998,audio_features,spotify:track:2c8RzaJ9VOLQfIzAT0JDVj,https://api.spotify.com/v1/tracks/2c8RzaJ9VOLQfIzAT0JDVj,https://api.spotify.com/v1/audio-analysis/2c8RzaJ9VOLQfIzAT0JDVj,183750.0,4.0,2.47293,177.38304,22050,
Levels - Radio Edit,5QjJgPU8AJeickx34f7on6,199903,False,0,0.605,0.873,1.0,-5.938,0.0,0.0344,0.0534,0.837,0.314,0.476,126.026,audio_features,spotify:track:5QjJgPU8AJeickx34f7on6,https://api.spotify.com/v1/tracks/5QjJgPU8AJeickx34f7on6,https://api.spotify.com/v1/audio-analysis/5QjJgPU8AJeickx34f7on6,199904.0,4.0,0.0,190.11337,22050,
Thinking About You (feat. Ayah Marar),1KtD0xaLAikgIt5tPbteZQ,247933,False,67,0.725,0.874,0.0,-3.715,0.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,audio_features,spotify:track:1KtD0xaLAikgIt5tPbteZQ,https://api.spotify.com/v1/tracks/1KtD0xaLAikgIt5tPbteZQ,https://api.spotify.com/v1/audio-analysis/1KtD0xaLAikgIt5tPbteZQ,247933.0,4.0,0.13923,238.8927,22050,
All You Need To Know (feat. Calle Lehmann),4Gcv5SsxnQWpmOnUI19EJk,238458,False,72,0.513,0.788,0.0,-4.629,1.0,0.0364,0.00968,0.0,0.11,0.234,139.987,audio_features,spotify:track:4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/tracks/4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/audio-analysis/4Gcv5SsxnQWpmOnUI19EJk,238459.0,4.0,3.70939,230.09235,22050,
You're Not Alone,4DMoP99RLqEpkrscJGO0kL,236190,False,57,0.535,0.844,2.0,-5.458,0.0,0.0396,0.119,0.0,0.106,0.266,126.046,audio_features,spotify:track:4DMoP99RLqEpkrscJGO0kL,https://api.spotify.com/v1/tracks/4DMoP99RLqEpkrscJGO0kL,https://api.spotify.com/v1/audio-analysis/4DMoP99RLqEpkrscJGO0kL,236190.0,4.0,7.75546,231.81061,22050,
Fade Into Darkness - Vocal Radio Mix,5kwAIpUBwhmiBpsJlcMgO1,198133,False,60,0.556,0.885,6.0,-4.045,1.0,0.0321,0.00786,1.95e-06,0.138,0.771,125.997,audio_features,spotify:track:5kwAIpUBwhmiBpsJlcMgO1,https://api.spotify.com/v1/tracks/5kwAIpUBwhmiBpsJlcMgO1,https://api.spotify.com/v1/audio-analysis/5kwAIpUBwhmiBpsJlcMgO1,198133.0,4.0,0.0,188.56345,22050,
Horyzon (ASOT 970),3cWo343qqebDxvgyhLBCQz,185552,False,22,0.438,0.939,11.0,-6.41,0.0,0.0395,0.00702,0.835,0.33,0.293,128.01,audio_features,spotify:track:3cWo343qqebDxvgyhLBCQz,https://api.spotify.com/v1/tracks/3cWo343qqebDxvgyhLBCQz,https://api.spotify.com/v1/audio-analysis/3cWo343qqebDxvgyhLBCQz,185552.0,4.0,0.0,185.55229,22050,
Sun Is Shining,4b2tcjrG1qUkSdsqEFP2dB,254653,False,71,0.467,0.757,2.0,-3.01,1.0,0.0517,0.0866,0.0,0.0742,0.383,131.993,audio_features,spotify:track:4b2tcjrG1qUkSdsqEFP2dB,https://api.spotify.com/v1/tracks/4b2tcjrG1qUkSdsqEFP2dB,https://api.spotify.com/v1/audio-analysis/4b2tcjrG1qUkSdsqEFP2dB,254653.0,4.0,0.11043,246.20119,22050,
A Little More (feat. Sansa),6SKkN6yuQFnzMEHMQR3sWw,233400,False,48,0.425,0.742,11.0,-5.098,0.0,0.0386,0.00772,0.00077,0.112,0.215,127.978,audio_features,spotify:track:6SKkN6yuQFnzMEHMQR3sWw,https://api.spotify.com/v1/tracks/6SKkN6yuQFnzMEHMQR3sWw,https://api.spotify.com/v1/audio-analysis/6SKkN6yuQFnzMEHMQR3sWw,233400.0,4.0,2.9141,226.13333,22050,
They Don't Know Us - Radio Edit,1VbsTAaQqZQaFX2WiwWP0H,197267,False,38,0.571,0.847,0.0,-3.753,0.0,0.121,0.148,0.0,0.1,0.344,128.048,audio_features,spotify:track:1VbsTAaQqZQaFX2WiwWP0H,https://api.spotify.com/v1/tracks/1VbsTAaQqZQaFX2WiwWP0H,https://api.spotify.com/v1/audio-analysis/1VbsTAaQqZQaFX2WiwWP0H,197268.0,4.0,0.22073,190.91447,22050,
Electric Elephants,4O2gRMLAIQYHXe25wjeTFj,173087,False,50,0.588,0.927,6.0,-1.78,0.0,0.064,0.00293,0.403,0.211,0.254,127.946,audio_features,spotify:track:4O2gRMLAIQYHXe25wjeTFj,https://api.spotify.com/v1/tracks/4O2gRMLAIQYHXe25wjeTFj,https://api.spotify.com/v1/audio-analysis/4O2gRMLAIQYHXe25wjeTFj,173087.0,4.0,0.09819,167.90349,22050,
Under Control (feat. Hurts),4J7CKHCF3mdL4diUsmW8lq,184280,False,73,0.544,0.915,8.0,-3.405,1.0,0.0841,0.129,0.000914,0.115,0.51,126.094,audio_features,spotify:track:4J7CKHCF3mdL4diUsmW8lq,https://api.spotify.com/v1/tracks/4J7CKHCF3mdL4diUsmW8lq,https://api.spotify.com/v1/audio-analysis/4J7CKHCF3mdL4diUsmW8lq,184280.0,4.0,0.0,174.84045,22050,
Won't Stop Rocking,20Q0qLW27rm9Pq2pO1bwzK,187500,False,58,0.593,0.869,7.0,-3.454,0.0,0.0575,0.0945,0.00428,0.184,0.173,128.003,audio_features,spotify:track:20Q0qLW27rm9Pq2pO1bwzK,https://api.spotify.com/v1/tracks/20Q0qLW27rm9Pq2pO1bwzK,https://api.spotify.com/v1/audio-analysis/20Q0qLW27rm9Pq2pO1bwzK,187500.0,4.0,0.0,179.13615,22050,
Virus (How About Now) - Radio Edit,6GLzN6o2fkOupy8e1vGzwp,199426,False,55,0.5,0.861,5.0,-4.834,0.0,0.0386,0.00104,0.479,0.791,0.0725,128.004,audio_features,spotify:track:6GLzN6o2fkOupy8e1vGzwp,https://api.spotify.com/v1/tracks/6GLzN6o2fkOupy8e1vGzwp,https://api.spotify.com/v1/audio-analysis/6GLzN6o2fkOupy8e1vGzwp,199427.0,4.0,2.17687,193.45705,22050,
Untouchable,05dL7chWJaVjMJnGO1YCKk,228837,False,53,0.542,0.795,7.0,-3.131,1.0,0.0379,0.0664,2.89e-06,0.313,0.251,128.959,audio_features,spotify:track:05dL7chWJaVjMJnGO1YCKk,https://api.spotify.com/v1/tracks/05dL7chWJaVjMJnGO1YCKk,https://api.spotify.com/v1/audio-analysis/05dL7chWJaVjMJnGO1YCKk,228837.0,4.0,0.0,221.23392,22050,
Big Bang - 2015 Life In Color Anthem; Radio Edit,2w6M0lfuDVB5eWxm5L3rnC,190429,False,40,0.637,0.904,5.0,-5.378,0.0,0.0422,0.00041,0.762,0.135,0.343,128.007,audio_features,spotify:track:2w6M0lfuDVB5eWxm5L3rnC,https://api.spotify.com/v1/tracks/2w6M0lfuDVB5eWxm5L3rnC,https://api.spotify.com/v1/audio-analysis/2w6M0lfuDVB5eWxm5L3rnC,190430.0,4.0,0.11025,183.52472,22050,
Zero Gravity (feat. Lights) - Radio Edit,7uxihFY5wEZdZyguZ8UQou,227076,False,41,0.49,0.809,4.0,-6.269,0.0,0.0569,0.0327,0.0,0.121,0.142,130.08,audio_features,spotify:track:7uxihFY5wEZdZyguZ8UQou,https://api.spotify.com/v1/tracks/7uxihFY5wEZdZyguZ8UQou,https://api.spotify.com/v1/audio-analysis/7uxihFY5wEZdZyguZ8UQou,227077.0,4.0,0.0,216.73506,22050,
Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,250285,False,75,0.432,0.781,4.0,-4.038,0.0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,audio_features,spotify:track:66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/audio-analysis/66hayvUbTotekKU3H4ta1f,250286.0,4.0,7.15755,234.56798,22050,
Universe (feat. Emeni) - Radio Edit,21XOKNYyj4DhDdhAUWhI1W,179440,False,46,0.578,0.982,4.0,-2.536,0.0,0.112,0.00347,0.0243,0.335,0.264,126.052,audio_features,spotify:track:21XOKNYyj4DhDdhAUWhI1W,https://api.spotify.com/v1/tracks/21XOKNYyj4DhDdhAUWhI1W,https://api.spotify.com/v1/audio-analysis/21XOKNYyj4DhDdhAUWhI1W,179440.0,4.0,2.40907,170.92789,22050,
Destiny,4mAFdxKaADfs3t2K0QCOXv,253440,False,51,0.533,0.807,2.0,-3.597,1.0,0.0457,0.097,0.0,0.0608,0.369,125.025,audio_features,spotify:track:4mAFdxKaADfs3t2K0QCOXv,https://api.spotify.com/v1/tracks/4mAFdxKaADfs3t2K0QCOXv,https://api.spotify.com/v1/audio-analysis/4mAFdxKaADfs3t2K0QCOXv,253440.0,4.0,7.92381,245.1737,22050,
Aftershock (feat. Jacquie),3D6FxHXduqSEY5uBfEPuSD,206320,False,43,0.544,0.811,8.0,-2.271,1.0,0.0515,0.052,0.0,0.121,0.188,129.011,audio_features,spotify:track:3D6FxHXduqSEY5uBfEPuSD,https://api.spotify.com/v1/tracks/3D6FxHXduqSEY5uBfEPuSD,https://api.spotify.com/v1/audio-analysis/3D6FxHXduqSEY5uBfEPuSD,206320.0,4.0,0.2337,194.8038,22050,
Backlash - Martin Garrix Radio Edit,125GzlPqu6eQRr1yQSqhGo,172913,False,0,0.603,0.792,0.0,-4.782,0.0,0.0472,0.00233,2.74e-06,0.168,0.195,126.926,audio_features,spotify:track:125GzlPqu6eQRr1yQSqhGo,https://api.spotify.com/v1/tracks/125GzlPqu6eQRr1yQSqhGo,https://api.spotify.com/v1/audio-analysis/125GzlPqu6eQRr1yQSqhGo,172913.0,4.0,0.23805,155.17896,22050,
